34588 [main] DEBUG devpinoyLogger  - Reading data from Excel
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element/ae96b2e5-f288-4583-9d01-2eb97b9eaba4/value HTTP/1.1
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Type: application/json; charset=utf-8
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Length: 115
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Host: localhost:10800
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Connection: Keep-Alive
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Accept-Encoding: gzip,deflate
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element/ae96b2e5-f288-4583-9d01-2eb97b9eaba4/value HTTP/1.1[\r][\n]"
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Length: 115[\r][\n]"
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Host: localhost:10800[\r][\n]"
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Connection: Keep-Alive[\r][\n]"
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)[\r][\n]"
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Accept-Encoding: gzip,deflate[\r][\n]"
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "[\r][\n]"
171139 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "{"id":"ae96b2e5-f288-4583-9d01-2eb97b9eaba4","text":"1410064410","value":["1","4","1","0","0","6","4","4","1","0"]}"
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "HTTP/1.1 200 OK[\r][\n]"
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Type: application/json; charset=utf-8[\r][\n]"
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Cache-Control: no-cache[\r][\n]"
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Length: 15[\r][\n]"
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Date: Sat, 13 Oct 2018 10:18:04 GMT[\r][\n]"
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[\r][\n]"
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "{"value": null}"
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << HTTP/1.1 200 OK
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Type: application/json; charset=utf-8
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Cache-Control: no-cache
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Length: 15
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Date: Sat, 13 Oct 2018 10:18:04 GMT
171166 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
171167 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 11][route: {}->http://localhost:10800] can be kept alive indefinitely
171167 [Forwarding sendKeysToElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 11][route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
171168 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
171168 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
171168 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
171168 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 11][route: {}->http://localhost:10800][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
171168 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[read] I/O error: Read timed out"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-11: set socket timeout to 10800000
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Type: application/json; charset=utf-8
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Length: 42
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Host: localhost:10800
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Connection: Keep-Alive
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Accept-Encoding: gzip,deflate
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1[\r][\n]"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Length: 42[\r][\n]"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Host: localhost:10800[\r][\n]"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Connection: Keep-Alive[\r][\n]"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)[\r][\n]"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Accept-Encoding: gzip,deflate[\r][\n]"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "[\r][\n]"
171170 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "{"value":"#wPhone","using":"css selector"}"
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "HTTP/1.1 200 OK[\r][\n]"
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Type: application/json; charset=utf-8[\r][\n]"
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Cache-Control: no-cache[\r][\n]"
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Length: 88[\r][\n]"
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Date: Sat, 13 Oct 2018 10:18:04 GMT[\r][\n]"
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[\r][\n]"
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "{"value":{"element-6066-11e4-a52e-4f735466cecf":"781b7b49-e608-4688-a09b-402f429d33ce"}}"
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << HTTP/1.1 200 OK
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Type: application/json; charset=utf-8
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Cache-Control: no-cache
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Length: 88
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Date: Sat, 13 Oct 2018 10:18:04 GMT
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 11][route: {}->http://localhost:10800] can be kept alive indefinitely
171178 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 11][route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
171180 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
171180 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
171180 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
171180 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 11][route: {}->http://localhost:10800][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
171180 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[read] I/O error: Read timed out"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-11: set socket timeout to 10800000
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element/781b7b49-e608-4688-a09b-402f429d33ce/clear HTTP/1.1
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element/781b7b49-e608-4688-a09b-402f429d33ce/clear HTTP/1.1
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Type: application/json; charset=utf-8
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Length: 45
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Host: localhost:10800
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Connection: Keep-Alive
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Accept-Encoding: gzip,deflate
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element/781b7b49-e608-4688-a09b-402f429d33ce/clear HTTP/1.1[\r][\n]"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Length: 45[\r][\n]"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Host: localhost:10800[\r][\n]"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Connection: Keep-Alive[\r][\n]"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)[\r][\n]"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Accept-Encoding: gzip,deflate[\r][\n]"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "[\r][\n]"
171182 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "{"id":"781b7b49-e608-4688-a09b-402f429d33ce"}"
171187 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "HTTP/1.1 200 OK[\r][\n]"
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Type: application/json; charset=utf-8[\r][\n]"
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Cache-Control: no-cache[\r][\n]"
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Content-Length: 15[\r][\n]"
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "Date: Sat, 13 Oct 2018 10:18:04 GMT[\r][\n]"
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[\r][\n]"
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "{"value": null}"
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << HTTP/1.1 200 OK
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Type: application/json; charset=utf-8
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Cache-Control: no-cache
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Content-Length: 15
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << Date: Sat, 13 Oct 2018 10:18:04 GMT
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection can be kept alive indefinitely
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection [id: 11][route: {}->http://localhost:10800] can be kept alive indefinitely
171188 [Forwarding clearElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 11][route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
171189 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: default
171189 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
171189 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://localhost:10800][total kept alive: 1; route allocated: 1 of 2000; total allocated: 1 of 2000]
171189 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 11][route: {}->http://localhost:10800][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
171189 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Stale connection check
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[read] I/O error: Read timed out"
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-11: set socket timeout to 10800000
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Type: application/json; charset=utf-8
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Length: 42
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Host: localhost:10800
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Connection: Keep-Alive
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> User-Agent: Apache-HttpClient/4.5.3 (Java/1.8.0_181)
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Accept-Encoding: gzip,deflate
171191 [Forwarding findElement on session 074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45 to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "POST /session/074fe5e2-d2bd-4f5b-a40b-d4ea34ffba45/element HTTP/1.1[\r][\n]"
